date,source,value,density
2018-01-01,bg_count,14099.075,1.9339204511734e-05
2018-01-02,bg_count,13518.31,1.85425896197459e-05
2018-01-03,bg_count,14422.797,1.97832425754331e-05
2018-01-04,bg_count,13688.91,1.87765956300481e-05
2018-01-05,bg_count,14872.712,2.04003751318523e-05
2018-01-06,bg_count,19101.368,2.62006736048919e-05
2018-01-07,bg_count,20179.469,2.76794667685076e-05
2018-01-08,bg_count,14602.191,2.00293110057505e-05
2018-01-09,bg_count,13994.98,1.91964210671712e-05
2018-01-10,bg_count,14909.685,2.04510896935106e-05
2018-01-11,bg_count,13818.429,1.89542522798039e-05
2018-01-12,bg_count,13474.973,1.84831457834712e-05
2018-01-13,bg_count,14157.745,1.94196800839757e-05
2018-01-14,bg_count,18700.454,2.56507539940226e-05
2018-01-15,bg_count,14364.038,1.97026449250266e-05
2018-01-16,bg_count,13526.928,1.85544106267611e-05
2018-01-17,bg_count,14283.616,1.9592332900639e-05
2018-01-18,bg_count,14017.127,1.92267993269025e-05
2018-01-19,bg_count,19805.784,2.71668962177469e-05
2018-01-20,bg_count,13627.794,1.86927649657713e-05
2018-01-21,bg_count,13279.43,1.82149263387319e-05
2018-01-22,bg_count,20589.655,2.82421044551537e-05
2018-01-23,bg_count,19450.824,2.66800100898636e-05
2018-01-24,bg_count,14951.23,2.05080755065118e-05
2018-01-25,bg_count,13979.077,1.91746074822836e-05
2018-01-26,bg_count,21021.642,2.88346458055197e-05
2018-01-27,bg_count,19744.973,2.70834839112258e-05
2018-01-28,bg_count,13460.086,1.8462725809993e-05
2018-01-29,bg_count,11976.257,1.642740984129e-05
2018-01-30,bg_count,15021.097,2.06039096092186e-05
2018-01-31,bg_count,13374.689,1.83455897533589e-05
2018-02-01,bg_count,13704.739,1.87983077117426e-05
2018-02-02,bg_count,12556.158,1.72228396149141e-05
2018-02-03,bg_count,13958.404,1.91462510564279e-05
2018-02-04,bg_count,13305.328,1.82504497130273e-05
2018-02-05,bg_count,13507.642,1.85279566999458e-05
2018-02-06,bg_count,11768.846,1.61429114790228e-05
2018-02-07,bg_count,19918.671,2.73217393389953e-05
2018-02-08,bg_count,14537.8,1.99409881393415e-05
2018-02-09,bg_count,20182.824,2.76840687038216e-05
2018-02-10,bg_count,14082.762,1.93168285442893e-05
2018-02-11,bg_count,12964.616,1.77831070648322e-05
2018-02-12,bg_count,14027.501,1.92410289772594e-05
2018-02-13,bg_count,13381.368,1.83547511023789e-05
2018-02-14,bg_count,19859.372,2.72404009896113e-05
2018-02-15,bg_count,12969.152,1.77893289362433e-05
2018-02-16,bg_count,13024.538,1.78652999613699e-05
2018-02-17,bg_count,13683.008,1.87685000645569e-05
2018-02-18,bg_count,20635.182,2.83045522372817e-05
2018-02-19,bg_count,13398.996,1.83789308090003e-05
2018-02-20,bg_count,12133.363,1.66429066071431e-05
2018-02-21,bg_count,12872.599,1.76568905873997e-05
2018-02-22,bg_count,13743.018,1.88508136675946e-05
2018-02-23,bg_count,20579.6,2.82283123658595e-05
2018-02-24,bg_count,18864.666,2.58759978097538e-05
2018-02-25,bg_count,13468.457,1.84742080158092e-05
2018-02-26,bg_count,13486.95,1.84995742124594e-05
2018-02-27,bg_count,12366.125,1.69621780430749e-05
2018-02-28,bg_count,14248.281,1.95438651258791e-05
2018-03-01,bg_count,19677.248,2.69905879144631e-05
2018-03-02,bg_count,12339.627,1.69258316699156e-05
2018-03-03,bg_count,14406.657,1.97611039059941e-05
2018-03-04,bg_count,20216.895,2.77308026943082e-05
2018-03-05,bg_count,12993.657,1.78229415815097e-05
2018-03-06,bg_count,19190.773,2.63233072939369e-05
2018-03-07,bg_count,12432.561,1.7053305963945e-05
2018-03-08,bg_count,13720.204,1.88195205074596e-05
2018-03-09,bg_count,12561.412,1.72300463416323e-05
2018-03-10,bg_count,21312.756,2.92339566242953e-05
2018-03-11,bg_count,13900.35,1.90666204296865e-05
2018-03-12,bg_count,12488.157,1.7129565038674e-05
2018-03-13,bg_count,14183.908,1.94555669494361e-05
2018-03-14,bg_count,19051.627,2.61324456274098e-05
2018-03-15,bg_count,13181.08,1.80800231082909e-05
2018-03-16,bg_count,21265.755,2.91694870082917e-05
2018-03-17,bg_count,19632.803,2.69296242736197e-05
2018-03-18,bg_count,20079.615,2.75425005542478e-05
2018-03-19,bg_count,13651.824,1.87257260702705e-05
2018-03-20,bg_count,13394.117,1.8372238456572e-05
2018-03-21,bg_count,13003.254,1.78361054483378e-05
2018-03-22,bg_count,19640.889,2.69407155549755e-05
2018-03-23,bg_count,13511.28,1.85329468163905e-05
2018-03-24,bg_count,20627.337,2.82937915271362e-05
2018-03-25,bg_count,13821.792,1.89588651884361e-05
2018-03-26,bg_count,13146.038,1.80319572313096e-05
2018-03-27,bg_count,14828.1,2.03391824229918e-05
2018-03-28,bg_count,14296.182,1.96095692401786e-05
2018-03-29,bg_count,20175.66,2.76742420973866e-05
2018-03-30,bg_count,21339.612,2.92707940534435e-05
2018-03-31,bg_count,14528.444,1.99281548437238e-05
2018-04-01,bg_count,20299.862,2.78446056055435e-05
2018-04-02,bg_count,13591.868,1.86434865371305e-05
2018-04-03,bg_count,14099.069,1.93391962817454e-05
2018-04-04,bg_count,14238.549,1.95305160843066e-05
2018-04-05,bg_count,13839.406,1.89830256917506e-05
2018-04-06,bg_count,13751.958,1.88630763506667e-05
2018-04-07,bg_count,14107.073,1.93501750865898e-05
2018-04-08,bg_count,14210.607,1.94921890272148e-05
2018-04-09,bg_count,13070.894,1.79288848535948e-05
2018-04-10,bg_count,13383.115,1.83571474007376e-05
2018-04-11,bg_count,13150.054,1.80374658370387e-05
2018-04-12,bg_count,13709.509,1.88048505527106e-05
2018-04-13,bg_count,13711.287,1.88072893726773e-05
2018-04-14,bg_count,13184.263,1.80843891172639e-05
2018-04-15,bg_count,12764.472,1.75085765904715e-05
2018-04-16,bg_count,12833.172,1.76028099603881e-05
2018-04-17,bg_count,14729.418,2.02038237998462e-05
2018-04-18,bg_count,13426.361,1.8416466415518e-05
2018-04-19,bg_count,19141.497,2.62557171405743e-05
2018-04-20,bg_count,20937.027,2.87185823907382e-05
2018-04-21,bg_count,37722.09,5.17420620232204e-05
2018-04-22,bg_count,43083.357,5.9095923106661e-05
2018-04-23,bg_count,46571.433,6.38803940819889e-05
2018-04-24,bg_count,31539.125,4.32611067389983e-05
2018-04-25,bg_count,113140.59,0.000155190961718286
